person_verse_id,reference_id,person_label_id,person_id,person_label,person_label_count,person_verse_sequence,person_verse_notes
GEN 20:18__Abram_1__Abram_1_2,GEN 20:18,Abram_1_2,Abram_1,Abraham,1,839,
GEN 21:1__G-d_1__G-d_1_3,GEN 21:1,G-d_1_3,G-d_1,LORD,2,840,
GEN 21:1__Sarai_1__Sarai_1_2,GEN 21:1,Sarai_1_2,Sarai_1,Sarah,2,841,
GEN 21:2__Sarai_1__Sarai_1_2,GEN 21:2,Sarai_1_2,Sarai_1,Sarah,1,842,
GEN 21:2__Abram_1__Abram_1_2,GEN 21:2,Abram_1_2,Abram_1,Abraham,1,843,
GEN 21:2__G-d_1__G-d_1_1,GEN 21:2,G-d_1_1,G-d_1,G-d,1,844,
GEN 21:3__Abram_1__Abram_1_2,GEN 21:3,Abram_1_2,Abram_1,Abraham,1,845,
GEN 21:3__Sarai_1__Sarai_1_2,GEN 21:3,Sarai_1_2,Sarai_1,Sarah,1,846,
GEN 21:3__Isaac_1__Isaac_1_1,GEN 21:3,Isaac_1_1,Isaac_1,Isaac,1,847,
GEN 21:4__Abram_1__Abram_1_2,GEN 21:4,Abram_1_2,Abram_1,Abraham,1,848,
GEN 21:4__Isaac_1__Isaac_1_1,GEN 21:4,Isaac_1_1,Isaac_1,Isaac,1,849,
GEN 21:4__G-d_1__G-d_1_1,GEN 21:4,G-d_1_1,G-d_1,G-d,1,850,
GEN 21:5__Abram_1__Abram_1_2,GEN 21:5,Abram_1_2,Abram_1,Abraham,1,851,
GEN 21:5__Isaac_1__Isaac_1_1,GEN 21:5,Isaac_1_1,Isaac_1,Isaac,1,852,
GEN 21:6__Sarai_1__Sarai_1_2,GEN 21:6,Sarai_1_2,Sarai_1,Sarah,1,853,
GEN 21:6__G-d_1__G-d_1_1,GEN 21:6,G-d_1_1,G-d_1,G-d,1,854,
GEN 21:7__Abram_1__Abram_1_2,GEN 21:7,Abram_1_2,Abram_1,Abraham,1,855,
GEN 21:7__Sarai_1__Sarai_1_2,GEN 21:7,Sarai_1_2,Sarai_1,Sarah,1,856,
GEN 21:8__Abram_1__Abram_1_2,GEN 21:8,Abram_1_2,Abram_1,Abraham,1,857,
GEN 21:8__Isaac_1__Isaac_1_1,GEN 21:8,Isaac_1_1,Isaac_1,Isaac,1,858,
GEN 21:9__Sarai_1__Sarai_1_2,GEN 21:9,Sarai_1_2,Sarai_1,Sarah,1,859,
GEN 21:9__Hagar_1__Hagar_1_1,GEN 21:9,Hagar_1_1,Hagar_1,Hagar,1,860,
GEN 21:9__Abram_1__Abram_1_2,GEN 21:9,Abram_1_2,Abram_1,Abraham,1,861,
GEN 21:10__Abram_1__Abram_1_2,GEN 21:10,Abram_1_2,Abram_1,Abraham,1,862,
GEN 21:10__Isaac_1__Isaac_1_1,GEN 21:10,Isaac_1_1,Isaac_1,Isaac,1,863,
GEN 21:11__Abram_1__Abram_1_2,GEN 21:11,Abram_1_2,Abram_1,Abraham,1,864,
GEN 21:12__G-d_1__G-d_1_1,GEN 21:12,G-d_1_1,G-d_1,G-d,1,865,
GEN 21:12__Abram_1__Abram_1_2,GEN 21:12,Abram_1_2,Abram_1,Abraham,1,866,
GEN 21:12__Sarai_1__Sarai_1_2,GEN 21:12,Sarai_1_2,Sarai_1,Sarah,1,867,
GEN 21:12__Isaac_1__Isaac_1_1,GEN 21:12,Isaac_1_1,Isaac_1,Isaac,1,868,
GEN 21:13__NA__NA,GEN 21:13,NA,NA,NA,,869,
GEN 21:14__Abram_1__Abram_1_2,GEN 21:14,Abram_1_2,Abram_1,Abraham,1,870,
GEN 21:14__Hagar_1__Hagar_1_1,GEN 21:14,Hagar_1_1,Hagar_1,Hagar,1,871,
GEN 21:15__NA__NA,GEN 21:15,NA,NA,NA,,872,
GEN 21:16__NA__NA,GEN 21:16,NA,NA,NA,,873,
GEN 21:17__G-d_1__G-d_1_1,GEN 21:17,G-d_1_1,G-d_1,G-d,2,874,
GEN 21:17__the angel of the LORD_1__the angel of the LORD_1_2,GEN 21:17,the angel of the LORD_1_2,the angel of the LORD_1,the angel of G-d,1,875,
GEN 21:17__Hagar_1__Hagar_1_1,GEN 21:17,Hagar_1_1,Hagar_1,Hagar,1,876,
GEN 21:18__NA__NA,GEN 21:18,NA,NA,NA,,877,
GEN 21:19__G-d_1__G-d_1_1,GEN 21:19,G-d_1_1,G-d_1,G-d,1,878,
GEN 21:20__G-d_1__G-d_1_1,GEN 21:20,G-d_1_1,G-d_1,G-d,1,879,
GEN 21:21__NA__NA,GEN 21:21,NA,NA,NA,,880,
GEN 21:22__Abimelech_1__Abimelech_1_2,GEN 21:22,Abimelech_1_2,Abimelech_1,King of Gerar,1,881,
GEN 21:22__Phicol_1__Phicol_1_1,GEN 21:22,Phicol_1_1,Phicol_1,Phicol,1,882,
GEN 21:22__Abram_1__Abram_1_2,GEN 21:22,Abram_1_2,Abram_1,Abraham,1,883,
GEN 21:22__G-d_1__G-d_1_1,GEN 21:22,G-d_1_1,G-d_1,G-d,1,884,
GEN 21:23__G-d_1__G-d_1_1,GEN 21:23,G-d_1_1,G-d_1,G-d,1,885,
GEN 21:24__Abram_1__Abram_1_2,GEN 21:24,Abram_1_2,Abram_1,Abraham,1,886,
GEN 21:25__Abram_1__Abram_1_2,GEN 21:25,Abram_1_2,Abram_1,Abraham,1,887,
GEN 21:25__Abimelech_1__Abimelech_1_2,GEN 21:25,Abimelech_1_2,Abimelech_1,King of Gerar,2,888,
GEN 21:26__Abimelech_1__Abimelech_1_2,GEN 21:26,Abimelech_1_2,Abimelech_1,King of Gerar,1,889,
GEN 21:27__Abram_1__Abram_1_2,GEN 21:27,Abram_1_2,Abram_1,Abraham,1,890,
GEN 21:27__Abimelech_1__Abimelech_1_2,GEN 21:27,Abimelech_1_2,Abimelech_1,King of Gerar,1,891,
GEN 21:28__Abram_1__Abram_1_2,GEN 21:28,Abram_1_2,Abram_1,Abraham,1,892,
GEN 21:29__Abimelech_1__Abimelech_1_2,GEN 21:29,Abimelech_1_2,Abimelech_1,King of Gerar,1,893,
GEN 21:29__Abram_1__Abram_1_2,GEN 21:29,Abram_1_2,Abram_1,Abraham,1,894,
GEN 21:30__NA__NA,GEN 21:30,NA,NA,NA,,895,
GEN 21:31__NA__NA,GEN 21:31,NA,NA,NA,,896,
GEN 21:32__Abimelech_1__Abimelech_1_2,GEN 21:32,Abimelech_1_2,Abimelech_1,King of Gerar,1,897,
GEN 21:32__Phicol_1__Phicol_1_1,GEN 21:32,Phicol_1_1,Phicol_1,Phicol,1,898,
GEN 21:33__G-d_1__G-d_1_3,GEN 21:33,G-d_1_3,G-d_1,LORD,1,899,
GEN 21:33__G-d_1__G-d_1_12,GEN 21:33,G-d_1_12,G-d_1,Everlasting G-d,1,900,
GEN 21:34__Abram_1__Abram_1_2,GEN 21:34,Abram_1_2,Abram_1,Abraham,1,901,
GEN 22:1__G-d_1__G-d_1_1,GEN 22:1,G-d_1_1,G-d_1,G-d,1,902,
GEN 22:1__Abram_1__Abram_1_2,GEN 22:1,Abram_1_2,Abram_1,Abraham,2,903,
GEN 22:2__Isaac_1__Isaac_1_1,GEN 22:2,Isaac_1_1,Isaac_1,Isaac,1,904,
GEN 22:3__Abram_1__Abram_1_2,GEN 22:3,Abram_1_2,Abram_1,Abraham,1,905,
GEN 22:3__Isaac_1__Isaac_1_1,GEN 22:3,Isaac_1_1,Isaac_1,Isaac,1,906,
GEN 22:3__G-d_1__G-d_1_1,GEN 22:3,G-d_1_1,G-d_1,G-d,1,907,
GEN 22:4__Abram_1__Abram_1_2,GEN 22:4,Abram_1_2,Abram_1,Abraham,1,908,
GEN 22:5__Abram_1__Abram_1_2,GEN 22:5,Abram_1_2,Abram_1,Abraham,1,909,
GEN 22:6__Abram_1__Abram_1_2,GEN 22:6,Abram_1_2,Abram_1,Abraham,1,910,
GEN 22:6__Isaac_1__Isaac_1_1,GEN 22:6,Isaac_1_1,Isaac_1,Isaac,1,911,
GEN 22:7__Isaac_1__Isaac_1_1,GEN 22:7,Isaac_1_1,Isaac_1,Isaac,1,912,
GEN 22:7__Abram_1__Abram_1_2,GEN 22:7,Abram_1_2,Abram_1,Abraham,1,913,
GEN 22:8__Abram_1__Abram_1_2,GEN 22:8,Abram_1_2,Abram_1,Abraham,1,914,
GEN 22:8__G-d_1__G-d_1_1,GEN 22:8,G-d_1_1,G-d_1,G-d,1,915,
GEN 22:9__G-d_1__G-d_1_1,GEN 22:9,G-d_1_1,G-d_1,G-d,1,916,
GEN 22:9__Abram_1__Abram_1_2,GEN 22:9,Abram_1_2,Abram_1,Abraham,1,917,
GEN 22:9__Isaac_1__Isaac_1_1,GEN 22:9,Isaac_1_1,Isaac_1,Isaac,1,918,
GEN 22:10__Abram_1__Abram_1_2,GEN 22:10,Abram_1_2,Abram_1,Abraham,1,919,
GEN 22:11__the angel of the LORD_1__the angel of the LORD_1_1,GEN 22:11,the angel of the LORD_1_1,the angel of the LORD_1,the angel of the LORD,1,920,
GEN 22:11__Abram_1__Abram_1_2,GEN 22:11,Abram_1_2,Abram_1,Abraham,2,921,
GEN 22:12__G-d_1__G-d_1_1,GEN 22:12,G-d_1_1,G-d_1,G-d,1,922,
GEN 22:13__Abram_1__Abram_1_2,GEN 22:13,Abram_1_2,Abram_1,Abraham,2,923,
GEN 22:14__Abram_1__Abram_1_2,GEN 22:14,Abram_1_2,Abram_1,Abraham,1,924,
GEN 22:14__G-d_1__G-d_1_3,GEN 22:14,G-d_1_3,G-d_1,LORD,1,925,
GEN 22:15__the angel of the LORD_1__the angel of the LORD_1_1,GEN 22:15,the angel of the LORD_1_1,the angel of the LORD_1,the angel of the LORD,1,926,
GEN 22:15__Abram_1__Abram_1_2,GEN 22:15,Abram_1_2,Abram_1,Abraham,1,927,
GEN 22:16__G-d_1__G-d_1_3,GEN 22:16,G-d_1_3,G-d_1,LORD,1,928,
GEN 22:17__NA__NA,GEN 22:17,NA,NA,NA,,929,
GEN 22:18__NA__NA,GEN 22:18,NA,NA,NA,,930,
GEN 22:19__Abram_1__Abram_1_2,GEN 22:19,Abram_1_2,Abram_1,Abraham,2,931,
GEN 22:20__Abram_1__Abram_1_2,GEN 22:20,Abram_1_2,Abram_1,Abraham,1,932,
GEN 22:20__Milcah_1__Milcah_1_1,GEN 22:20,Milcah_1_1,Milcah_1,Milcah,1,933,
GEN 22:20__Nahor_2__Nahor_2_1,GEN 22:20,Nahor_2_1,Nahor_2,Nahor,1,934,
GEN 22:21__Uz_2__Uz_2_1,GEN 22:21,Uz_2_1,Uz_2,Uz,1,935,
GEN 22:21__Buz_1__Buz_1_1,GEN 22:21,Buz_1_1,Buz_1,Buz,1,936,
GEN 22:21__Kemuel_1__Kemuel_1_1,GEN 22:21,Kemuel_1_1,Kemuel_1,Kemuel,1,937,
GEN 22:21__Aram_2__Aram_2_1,GEN 22:21,Aram_2_1,Aram_2,Aram,1,938,
GEN 22:22__Chesed_1__Chesed_1_1,GEN 22:22,Chesed_1_1,Chesed_1,Chesed,1,939,
GEN 22:22__Hazo_1__Hazo_1_1,GEN 22:22,Hazo_1_1,Hazo_1,Hazo,1,940,
GEN 22:22__Pildash_1__Pildash_1_1,GEN 22:22,Pildash_1_1,Pildash_1,Pildash,1,941,
GEN 22:22__Jidlaph_1__Jidlaph_1_1,GEN 22:22,Jidlaph_1_1,Jidlaph_1,Jidlaph,1,942,
GEN 22:22__Bethuel_1__Bethuel_1_1,GEN 22:22,Bethuel_1_1,Bethuel_1,Bethuel,1,943,
GEN 22:23__Bethuel_1__Bethuel_1_1,GEN 22:23,Bethuel_1_1,Bethuel_1,Bethuel,1,944,
GEN 22:23__Rebekah_1__Rebekah_1_1,GEN 22:23,Rebekah_1_1,Rebekah_1,Rebekah,1,945,
GEN 22:23__Milcah_1__Milcah_1_1,GEN 22:23,Milcah_1_1,Milcah_1,Milcah,1,946,
GEN 22:23__Nahor_2__Nahor_2_1,GEN 22:23,Nahor_2_1,Nahor_2,Nahor,1,947,
GEN 22:23__Abram_1__Abram_1_2,GEN 22:23,Abram_1_2,Abram_1,Abraham,1,948,
GEN 22:24__Reumah_1__Reumah_1_1,GEN 22:24,Reumah_1_1,Reumah_1,Reumah,1,949,
GEN 22:24__Tebah_1__Tebah_1_1,GEN 22:24,Tebah_1_1,Tebah_1,Tebah,1,950,
GEN 22:24__Gaham_1__Gaham_1_1,GEN 22:24,Gaham_1_1,Gaham_1,Gaham,1,951,
GEN 22:24__Tahash_1__Tahash_1_1,GEN 22:24,Tahash_1_1,Tahash_1,Tahash,1,952,
GEN 22:24__Maacah_1__Maacah_1_1,GEN 22:24,Maacah_1_1,Maacah_1,Maacah,1,953,
GEN 23:1__Sarai_1__Sarai_1_2,GEN 23:1,Sarai_1_2,Sarai_1,Sarah,2,954,
GEN 23:2__Sarai_1__Sarai_1_2,GEN 23:2,Sarai_1_2,Sarai_1,Sarah,2,955,
GEN 23:2__Abram_1__Abram_1_2,GEN 23:2,Abram_1_2,Abram_1,Abraham,1,956,
GEN 23:3__Abram_1__Abram_1_2,GEN 23:3,Abram_1_2,Abram_1,Abraham,1,957,
GEN 23:3__Heth_1__Heth_1_1,GEN 23:3,Heth_1_1,Heth_1,Heth,1,958,
GEN 23:4__NA__NA,GEN 23:4,NA,NA,NA,,959,
GEN 23:5__Heth_1__Heth_1_1,GEN 23:5,Heth_1_1,Heth_1,Heth,1,960,
GEN 23:5__Abram_1__Abram_1_2,GEN 23:5,Abram_1_2,Abram_1,Abraham,1,961,
GEN 23:6__NA__NA,GEN 23:6,NA,NA,NA,,962,
GEN 23:7__Abram_1__Abram_1_2,GEN 23:7,Abram_1_2,Abram_1,Abraham,1,963,
GEN 23:7__Heth_1__Heth_1_1,GEN 23:7,Heth_1_1,Heth_1,Heth,1,964,
GEN 23:8__Ephron_1__Ephron_1_1,GEN 23:8,Ephron_1_1,Ephron_1,Ephron,1,965,
GEN 23:8__Zohar_1__Zohar_1_1,GEN 23:8,Zohar_1_1,Zohar_1,Zohar,1,966,
GEN 23:9__NA__NA,GEN 23:9,NA,NA,NA,,967,
GEN 23:10__Ephron_1__Ephron_1_1,GEN 23:10,Ephron_1_1,Ephron_1,Ephron,1,968,
GEN 23:10__Heth_1__Heth_1_1,GEN 23:10,Heth_1_1,Heth_1,Heth,2,969,
GEN 23:10__Abram_1__Abram_1_2,GEN 23:10,Abram_1_2,Abram_1,Abraham,1,970,
GEN 23:11__NA__NA,GEN 23:11,NA,NA,NA,,971,
GEN 23:12__Abram_1__Abram_1_2,GEN 23:12,Abram_1_2,Abram_1,Abraham,1,972,
GEN 23:13__Ephron_1__Ephron_1_1,GEN 23:13,Ephron_1_1,Ephron_1,Ephron,1,973,
GEN 23:14__Ephron_1__Ephron_1_1,GEN 23:14,Ephron_1_1,Ephron_1,Ephron,1,974,
GEN 23:14__Abram_1__Abram_1_2,GEN 23:14,Abram_1_2,Abram_1,Abraham,1,975,
GEN 23:15__NA__NA,GEN 23:15,NA,NA,NA,,976,
GEN 23:16__Abram_1__Abram_1_2,GEN 23:16,Abram_1_2,Abram_1,Abraham,1,977,
GEN 23:16__Ephron_1__Ephron_1_1,GEN 23:16,Ephron_1_1,Ephron_1,Ephron,1,978,
GEN 23:16__Heth_1__Heth_1_1,GEN 23:16,Heth_1_1,Heth_1,Heth,1,979,
GEN 23:17__Ephron_1__Ephron_1_1,GEN 23:17,Ephron_1_1,Ephron_1,Ephron,1,980,
GEN 23:18__Abram_1__Abram_1_2,GEN 23:18,Abram_1_2,Abram_1,Abraham,1,981,
GEN 23:18__Heth_1__Heth_1_1,GEN 23:18,Heth_1_1,Heth_1,Heth,1,982,
GEN 23:19__Abram_1__Abram_1_2,GEN 23:19,Abram_1_2,Abram_1,Abraham,1,983,
GEN 23:19__Sarai_1__Sarai_1_2,GEN 23:19,Sarai_1_2,Sarai_1,Sarah,1,984,
GEN 23:20__Abram_1__Abram_1_2,GEN 23:20,Abram_1_2,Abram_1,Abraham,1,985,
GEN 23:20__Heth_1__Heth_1_1,GEN 23:20,Heth_1_1,Heth_1,Heth,1,986,
GEN 24:1__Abram_1__Abram_1_2,GEN 24:1,Abram_1_2,Abram_1,Abraham,2,987,
GEN 24:1__G-d_1__G-d_1_3,GEN 24:1,G-d_1_3,G-d_1,LORD,1,988,
GEN 24:2__Abram_1__Abram_1_2,GEN 24:2,Abram_1_2,Abram_1,Abraham,1,989,
GEN 24:3__G-d_1__G-d_1_3,GEN 24:3,G-d_1_3,G-d_1,LORD,1,990,
GEN 24:3__G-d_1__G-d_1_13,GEN 24:3,G-d_1_13,G-d_1,G-d of heaven,1,991,
GEN 24:3__G-d_1__G-d_1_14,GEN 24:3,G-d_1_14,G-d_1,G-d of earth,1,992,
GEN 24:4__Isaac_1__Isaac_1_1,GEN 24:4,Isaac_1_1,Isaac_1,Isaac,1,993,
GEN 24:5__NA__NA,GEN 24:5,NA,NA,NA,,994,
GEN 24:6__Abram_1__Abram_1_2,GEN 24:6,Abram_1_2,Abram_1,Abraham,1,995,
GEN 24:7__G-d_1__G-d_1_3,GEN 24:7,G-d_1_3,G-d_1,LORD,1,996,
GEN 24:7__G-d_1__G-d_1_13,GEN 24:7,G-d_1_13,G-d_1,G-d of heaven,1,997,
GEN 24:8__NA__NA,GEN 24:8,NA,NA,NA,,998,
GEN 24:9__Abram_1__Abram_1_2,GEN 24:9,Abram_1_2,Abram_1,Abraham,1,999,
GEN 24:10__Nahor_2__Nahor_2_1,GEN 24:10,Nahor_2_1,Nahor_2,Nahor,1,1000,
GEN 24:11__NA__NA,GEN 24:11,NA,NA,NA,,1001,
GEN 24:12__G-d_1__G-d_1_3,GEN 24:12,G-d_1_3,G-d_1,LORD,1,1002,
GEN 24:12__Abram_1__Abram_1_2,GEN 24:12,Abram_1_2,Abram_1,Abraham,1,1003,
GEN 24:13__NA__NA,GEN 24:13,NA,NA,NA,,1004,
GEN 24:14__Isaac_1__Isaac_1_1,GEN 24:14,Isaac_1_1,Isaac_1,Isaac,1,1005,
GEN 24:15__Rebekah_1__Rebekah_1_1,GEN 24:15,Rebekah_1_1,Rebekah_1,Rebekah,1,1006,
GEN 24:15__Bethuel_1__Bethuel_1_1,GEN 24:15,Bethuel_1_1,Bethuel_1,Bethuel,1,1007,
GEN 24:15__Milcah_1__Milcah_1_1,GEN 24:15,Milcah_1_1,Milcah_1,Milcah,1,1008,
GEN 24:15__Abram_1__Abram_1_2,GEN 24:15,Abram_1_2,Abram_1,Abraham,1,1009,
GEN 24:15__Nahor_2__Nahor_2_1,GEN 24:15,Nahor_2_1,Nahor_2,Nahor,1,1010,
GEN 24:16__NA__NA,GEN 24:16,NA,NA,NA,,1011,
GEN 24:17__NA__NA,GEN 24:17,NA,NA,NA,,1012,
GEN 24:18__NA__NA,GEN 24:18,NA,NA,NA,,1013,
GEN 24:19__NA__NA,GEN 24:19,NA,NA,NA,,1014,
GEN 24:20__NA__NA,GEN 24:20,NA,NA,NA,,1015,
GEN 24:21__G-d_1__G-d_1_3,GEN 24:21,G-d_1_3,G-d_1,LORD,1,1016,
GEN 24:22__NA__NA,GEN 24:22,NA,NA,NA,,1017,
GEN 24:23__NA__NA,GEN 24:23,NA,NA,NA,,1018,
GEN 24:24__Bethuel_1__Bethuel_1_1,GEN 24:24,Bethuel_1_1,Bethuel_1,Bethuel,1,1019,
GEN 24:24__Milcah_1__Milcah_1_1,GEN 24:24,Milcah_1_1,Milcah_1,Milcah,1,1020,
GEN 24:24__Nahor_2__Nahor_2_1,GEN 24:24,Nahor_2_1,Nahor_2,Nahor,1,1021,
GEN 24:25__NA__NA,GEN 24:25,NA,NA,NA,,1022,
GEN 24:26__G-d_1__G-d_1_3,GEN 24:26,G-d_1_3,G-d_1,LORD,1,1023,
GEN 24:27__G-d_1__G-d_1_3,GEN 24:27,G-d_1_3,G-d_1,LORD,2,1024,
GEN 24:27__Abram_1__Abram_1_2,GEN 24:27,Abram_1_2,Abram_1,Abraham,1,1025,
GEN 24:28__NA__NA,GEN 24:28,NA,NA,NA,,1026,
GEN 24:29__Rebekah_1__Rebekah_1_1,GEN 24:29,Rebekah_1_1,Rebekah_1,Rebekah,1,1027,
GEN 24:29__Laban_1__Laban_1_1,GEN 24:29,Laban_1_1,Laban_1,Laban,2,1028,
GEN 24:30__Rebekah_1__Rebekah_1_1,GEN 24:30,Rebekah_1_1,Rebekah_1,Rebekah,1,1029,
GEN 24:31__G-d_1__G-d_1_3,GEN 24:31,G-d_1_3,G-d_1,LORD,1,1030,
GEN 24:32__Laban_1__Laban_1_1,GEN 24:32,Laban_1_1,Laban_1,Laban,1,1031,
GEN 24:33__NA__NA,GEN 24:33,NA,NA,NA,,1032,
GEN 24:34__Abram_1__Abram_1_2,GEN 24:34,Abram_1_2,Abram_1,Abraham,1,1033,
GEN 24:35__G-d_1__G-d_1_3,GEN 24:35,G-d_1_3,G-d_1,LORD,1,1034,
GEN 24:36__Sarai_1__Sarai_1_2,GEN 24:36,Sarai_1_2,Sarai_1,Sarah,1,1035,
GEN 24:37__NA__NA,GEN 24:37,NA,NA,NA,,1036,
GEN 24:38__NA__NA,GEN 24:38,NA,NA,NA,,1037,
GEN 24:39__NA__NA,GEN 24:39,NA,NA,NA,,1038,
GEN 24:40__G-d_1__G-d_1_3,GEN 24:40,G-d_1_3,G-d_1,LORD,1,1039,
GEN 24:41__NA__NA,GEN 24:41,NA,NA,NA,,1040,
GEN 24:42__G-d_1__G-d_1_3,GEN 24:42,G-d_1_3,G-d_1,LORD,1,1041,
GEN 24:43__NA__NA,GEN 24:43,NA,NA,NA,,1042,
GEN 24:44__G-d_1__G-d_1_3,GEN 24:44,G-d_1_3,G-d_1,LORD,1,1043,
GEN 24:45__Rebekah_1__Rebekah_1_1,GEN 24:45,Rebekah_1_1,Rebekah_1,Rebekah,1,1044,
GEN 24:46__NA__NA,GEN 24:46,NA,NA,NA,,1045,
GEN 24:47__Bethuel_1__Bethuel_1_1,GEN 24:47,Bethuel_1_1,Bethuel_1,Bethuel,1,1046,
GEN 24:47__Nahor_2__Nahor_2_1,GEN 24:47,Nahor_2_1,Nahor_2,Nahor,1,1047,
GEN 24:47__Milcah_1__Milcah_1_1,GEN 24:47,Milcah_1_1,Milcah_1,Milcah,1,1048,
GEN 24:48__G-d_1__G-d_1_3,GEN 24:48,G-d_1_3,G-d_1,LORD,1,1049,
GEN 24:48__Abram_1__Abram_1_2,GEN 24:48,Abram_1_2,Abram_1,Abraham,1,1050,
GEN 24:49__NA__NA,GEN 24:49,NA,NA,NA,,1051,
GEN 24:50__Laban_1__Laban_1_1,GEN 24:50,Laban_1_1,Laban_1,Laban,1,1052,
GEN 24:50__Bethuel_1__Bethuel_1_1,GEN 24:50,Bethuel_1_1,Bethuel_1,Bethuel,1,1053,
GEN 24:50__G-d_1__G-d_1_3,GEN 24:50,G-d_1_3,G-d_1,LORD,1,1054,
GEN 24:51__Rebekah_1__Rebekah_1_1,GEN 24:51,Rebekah_1_1,Rebekah_1,Rebekah,1,1055,
GEN 24:51__G-d_1__G-d_1_3,GEN 24:51,G-d_1_3,G-d_1,LORD,1,1056,
GEN 24:52__Abram_1__Abram_1_2,GEN 24:52,Abram_1_2,Abram_1,Abraham,1,1057,
GEN 24:52__G-d_1__G-d_1_3,GEN 24:52,G-d_1_3,G-d_1,LORD,1,1058,
GEN 24:53__Rebekah_1__Rebekah_1_1,GEN 24:53,Rebekah_1_1,Rebekah_1,Rebekah,1,1059,
GEN 24:54__NA__NA,GEN 24:54,NA,NA,NA,,1060,
GEN 24:55__NA__NA,GEN 24:55,NA,NA,NA,,1061,
GEN 24:56__G-d_1__G-d_1_3,GEN 24:56,G-d_1_3,G-d_1,LORD,1,1062,
GEN 24:57__NA__NA,GEN 24:57,NA,NA,NA,,1063,
GEN 24:58__Rebekah_1__Rebekah_1_1,GEN 24:58,Rebekah_1_1,Rebekah_1,Rebekah,1,1064,
GEN 24:59__Rebekah_1__Rebekah_1_1,GEN 24:59,Rebekah_1_1,Rebekah_1,Rebekah,1,1065,
GEN 24:59__Abram_1__Abram_1_2,GEN 24:59,Abram_1_2,Abram_1,Abraham,1,1066,
GEN 24:60__Rebekah_1__Rebekah_1_1,GEN 24:60,Rebekah_1_1,Rebekah_1,Rebekah,1,1067,
GEN 24:61__Rebekah_1__Rebekah_1_1,GEN 24:61,Rebekah_1_1,Rebekah_1,Rebekah,2,1068,
GEN 24:62__Isaac_1__Isaac_1_1,GEN 24:62,Isaac_1_1,Isaac_1,Isaac,1,1069,
GEN 24:63__Isaac_1__Isaac_1_1,GEN 24:63,Isaac_1_1,Isaac_1,Isaac,1,1070,
GEN 24:64__Rebekah_1__Rebekah_1_1,GEN 24:64,Rebekah_1_1,Rebekah_1,Rebekah,1,1071,
GEN 24:65__NA__NA,GEN 24:65,NA,NA,NA,,1072,
GEN 24:66__Isaac_1__Isaac_1_1,GEN 24:66,Isaac_1_1,Isaac_1,Isaac,1,1073,
GEN 24:67__Isaac_1__Isaac_1_1,GEN 24:67,Isaac_1_1,Isaac_1,Isaac,2,1074,
GEN 24:67__Sarai_1__Sarai_1_2,GEN 24:67,Sarai_1_2,Sarai_1,Sarah,1,1075,
GEN 24:67__Rebekah_1__Rebekah_1_1,GEN 24:67,Rebekah_1_1,Rebekah_1,Rebekah,1,1076,
GEN 25:1__Abram_1__Abram_1_2,GEN 25:1,Abram_1_2,Abram_1,Abraham,1,1077,
GEN 25:1__Keturah_1__Keturah_1_1,GEN 25:1,Keturah_1_1,Keturah_1,Keturah,1,1078,
GEN 25:2__Zimran_1__Zimran_1_1,GEN 25:2,Zimran_1_1,Zimran_1,Zimran,1,1079,
GEN 25:2__Jokshan_1__Jokshan_1_1,GEN 25:2,Jokshan_1_1,Jokshan_1,Jokshan,1,1080,
GEN 25:2__Medan_1__Medan_1_1,GEN 25:2,Medan_1_1,Medan_1,Medan,1,1081,
GEN 25:2__Midian_1__Midian_1_1,GEN 25:2,Midian_1_1,Midian_1,Midian,1,1082,
GEN 25:2__Ishbak_1__Ishbak_1_1,GEN 25:2,Ishbak_1_1,Ishbak_1,Ishbak,1,1083,
GEN 25:2__Shuah_1__Shuah_1_1,GEN 25:2,Shuah_1_1,Shuah_1,Shuah,1,1084,
GEN 25:3__Jokshan_1__Jokshan_1_1,GEN 25:3,Jokshan_1_1,Jokshan_1,Jokshan,1,1085,
GEN 25:3__Sheba_3__Sheba_3_1,GEN 25:3,Sheba_3_1,Sheba_3,Sheba,1,1086,
GEN 25:3__Dedan_2__Dedan_2_1,GEN 25:3,Dedan_2_1,Dedan_2,Dedan,2,1087,
GEN 25:3__Asshur_2__Asshur_2_1,GEN 25:3,Asshur_2_1,Asshur_2,Asshur,1,1088,
GEN 25:3__Letush_1__Letush_1_1,GEN 25:3,Letush_1_1,Letush_1,Letush,1,1089,
GEN 25:3__Leum_1__Leum_1_1,GEN 25:3,Leum_1_1,Leum_1,Leum,1,1090,
GEN 25:4__Midian_1__Midian_1_1,GEN 25:4,Midian_1_1,Midian_1,Midian,1,1091,
GEN 25:4__Ephah_1__Ephah_1_1,GEN 25:4,Ephah_1_1,Ephah_1,Ephah,1,1092,
GEN 25:4__Epher_1__Epher_1_1,GEN 25:4,Epher_1_1,Epher_1,Epher,1,1093,
GEN 25:4__Hanoch_1__Hanoch_1_1,GEN 25:4,Hanoch_1_1,Hanoch_1,Hanoch,1,1094,
GEN 25:4__Abida_1__Abida_1_1,GEN 25:4,Abida_1_1,Abida_1,Abida,1,1095,
GEN 25:4__Eldaah_1__Eldaah_1_1,GEN 25:4,Eldaah_1_1,Eldaah_1,Eldaah,1,1096,
GEN 25:4__Keturah_1__Keturah_1_1,GEN 25:4,Keturah_1_1,Keturah_1,Keturah,1,1097,
