person_relationship_id,person_relationship_sequence,person_id_1,relationship_type,person_id_2,relationship_category,reference_id,relationship_notes
Naphtali_1:Ammihud_3:1249,1249,Naphtali_1,ancestor,Ammihud_3,inferred,NUM 34:28,
Ammihud_3:Naphtali_1:1250,1250,Ammihud_3,descendant,Naphtali_1,explicit,NUM 34:28,
Manasseh_1:Jair_1:1251,1251,Manasseh_1,ancestor,Jair_1,inferred,DEU 3:14,
Jair_1:Manasseh_1:1252,1252,Jair_1,descendant,Manasseh_1,explicit,DEU 3:14,
Carmi_2:Achan_1:1253,1253,Carmi_2,father,Achan_1,inferred,JOS 7:1,
Achan_1:Carmi_2:1254,1254,Achan_1,son,Carmi_2,explicit,JOS 7:1,
Zabdi_1:Carmi_2:1255,1255,Zabdi_1,father,Carmi_2,inferred,JOS 7:1,
Carmi_2:Zabdi_1:1256,1256,Carmi_2,son,Zabdi_1,explicit,JOS 7:1,
Zerah_3:Zabdi_1:1257,1257,Zerah_3,father,Zabdi_1,inferred,JOS 7:1,
Zabdi_1:Zerah_3:1258,1258,Zabdi_1,son,Zerah_3,explicit,JOS 7:1,
Arba_1:Anak_1:1259,1259,Arba_1,father,Anak_1,explicit,JOS 15:13,
Anak_1:Arba_1:1260,1260,Anak_1,son,Arba_1,inferred,JOS 15:13,
Anak_1:Sheshai_1:1261,1261,Anak_1,father,Sheshai_1,inferred,JOS 15:14,
Sheshai_1:Anak_1:1262,1262,Sheshai_1,son,Anak_1,explicit,JOS 15:14,
Anak_1:Ahiman_1:1263,1263,Anak_1,father,Ahiman_1,inferred,JOS 15:14,
Ahiman_1:Anak_1:1264,1264,Ahiman_1,son,Anak_1,explicit,JOS 15:14,
Anak_1:Talmai_1:1265,1265,Anak_1,father,Talmai_1,inferred,JOS 15:14,
Talmai_1:Anak_1:1266,1266,Talmai_1,son,Anak_1,explicit,JOS 15:14,
Caleb_1:Achsah_1:1267,1267,Caleb_1,father,Achsah_1,inferred,JOS 15:16,
Achsah_1:Caleb_1:1268,1268,Achsah_1,daughter,Caleb_1,explicit,JOS 15:16,
Kenaz_2:Othniel_1:1269,1269,Kenaz_2,father,Othniel_1,inferred,JOS 15:17,
Othniel_1:Kenaz_2:1270,1270,Othniel_1,son,Kenaz_2,explicit,JOS 15:17,
Kenaz_2:Caleb_1:1271,1271,Kenaz_2,brother,Caleb_1,explicit,JOS 15:17,
Caleb_1:Kenaz_2:1272,1272,Caleb_1,brother,Kenaz_2,inferred,JOS 15:17,
Othniel_1:Achsah_1:1273,1273,Othniel_1,husband,Achsah_1,inferred,JOS 15:17,
Achsah_1:Othniel_1:1274,1274,Achsah_1,wife,Othniel_1,explicit,JOS 15:17,
Reuben_1:Bohan_1:1275,1275,Reuben_1,ancestor,Bohan_1,inferred,JOS 18:17,
Bohan_1:Reuben_1:1276,1276,Bohan_1,descendant,Reuben_1,explicit,JOS 18:17,
Gera_2:Ehud_1:1277,1277,Gera_2,father,Ehud_1,inferred,JDG 3:15,
Ehud_1:Gera_2:1278,1278,Ehud_1,son,Gera_2,explicit,JDG 3:15,
Anath_1:Shamgar_1:1279,1279,Anath_1,father,Shamgar_1,inferred,JDG 3:31,
Shamgar_1:Anath_1:1280,1280,Shamgar_1,son,Anath_1,explicit,JDG 3:31,
Jabin_1:Sisera_1:1281,1281,Jabin_1,king,Sisera_1,inferred,JDG 4:2,
Sisera_1:Jabin_1:1282,1282,Sisera_1,army commander,Jabin_1,explicit,JDG 4:2,
Lappidoth_1:Deborah_2:1283,1283,Lappidoth_1,husband,Deborah_2,inferred,JDG 4:4,
Deborah_2:Lappidoth_1:1284,1284,Deborah_2,wife,Lappidoth_1,explicit,JDG 4:4,
Abinoam_1:Barak_1:1285,1285,Abinoam_1,father,Barak_1,inferred,JDG 4:6,
Barak_1:Abinoam_1:1286,1286,Barak_1,son,Abinoam_1,explicit,JDG 4:6,
Reuel_2:Heber_2:1287,1287,Reuel_2,ancestor,Heber_2,inferred,JDG 4:11,
Heber_2:Reuel_2:1288,1288,Heber_2,descendant,Reuel_2,implicit,JDG 4:11,
Heber_2:Jael_1:1289,1289,Heber_2,husband,Jael_1,inferred,JDG 4:17,
Jael_1:Heber_2:1290,1290,Jael_1,wife,Heber_2,explicit,JDG 4:17,
Jael_1:Sisera_1:1291,1291,Jael_1,killer,Sisera_1,explicit,JDG 4:21,
Sisera_1:Jael_1:1292,1292,Sisera_1,victim,Jael_1,inferred,JDG 4:21,
Joash_1:Gideon_1:1293,1293,Joash_1,father,Gideon_1,inferred,JDG 6:11,
Gideon_1:Joash_1:1294,1294,Gideon_1,son,Joash_1,explicit,JDG 6:11,
Iezer_1:Joash_1:1295,1295,Iezer_1,ancestor,Joash_1,inferred,JDG 6:11,Iezer_1 is the only person given the label Abiezer to this point.  Iezer_1 is also of the tribe of Manasseh which aligns to Gideon's statement in Judges 6:15.
Joash_1:Iezer_1:1296,1296,Joash_1,descendant,Iezer_1,explicit,JDG 6:11,Iezer_1 is the only person given the label Abiezer to this point.  Iezer_1 is also of the tribe of Manasseh which aligns to Gideon's statement in Judges 6:15.
Gideon_1:Purah_1:1297,1297,Gideon_1,master,Purah_1,inferred,JDG 7:10,
Purah_1:Gideon_1:1298,1298,Purah_1,servant,Gideon_1,explicit,JDG 7:10,
Gideon_1:Jether_1:1299,1299,Gideon_1,father,Jether_1,inferred,JDG 8:20,firstborn of seventy sons
Jether_1:Gideon_1:1300,1300,Jether_1,son,Gideon_1,explicit,JDG 8:20,firstborn of seventy sons
Gideon_1:Zebah_1:1301,1301,Gideon_1,killer,Zebah_1,explicit,JDG 8:21,
Gideon_1:Zalmunna_1:1302,1302,Gideon_1,killer,Zalmunna_1,explicit,JDG 8:21,
Zebah_1:Gideon_1:1303,1303,Zebah_1,victim,Gideon_1,inferred,JDG 8:21,
Zalmunna_1:Gideon_1:1304,1304,Zalmunna_1,victim,Gideon_1,inferred,JDG 8:21,
Gideon_1:Abimelech_2:1305,1305,Gideon_1,father,Abimelech_2,inferred,JDG 8:31,son through Gideon's concubine in Shechem (Judges 8:31)
Abimelech_2:Gideon_1:1306,1306,Abimelech_2,son,Gideon_1,explicit,JDG 8:31,son through Gideon's concubine in Shechem (Judges 8:31)
Gideon_1:Jotham_1:1307,1307,Gideon_1,father,Jotham_1,inferred,JDG 9:5,lastborn of seventy sons
Jotham_1:Gideon_1:1308,1308,Jotham_1,son,Gideon_1,explicit,JDG 9:5,lastborn of seventy sons
Ebed_1:Gaal_1:1309,1309,Ebed_1,father,Gaal_1,inferred,JDG 9:26,
Gaal_1:Ebed_1:1310,1310,Gaal_1,son,Ebed_1,explicit,JDG 9:26,
Abimelech_2:Zebul_1:1311,1311,Abimelech_2,chief,Zebul_1,inferred,JDG 9:28,
Zebul_1:Abimelech_2:1312,1312,Zebul_1,lieutenant,Abimelech_2,explicit,JDG 9:28,
Puah_2:Tola_2:1313,1313,Puah_2,father,Tola_2,inferred,JDG 10:1,
Tola_2:Puah_2:1314,1314,Tola_2,son,Puah_2,explicit,JDG 10:1,
Dodo_1:Puah_2:1315,1315,Dodo_1,father,Puah_2,inferred,JDG 10:1,
Puah_2:Dodo_1:1316,1316,Puah_2,son,Dodo_1,explicit,JDG 10:1,
Issachar_1:Dodo_1:1317,1317,Issachar_1,ancestor,Dodo_1,inferred,JDG 10:1,
Dodo_1:Issachar_1:1318,1318,Dodo_1,descendant,Issachar_1,explicit,JDG 10:1,
Gilead_2:Jephthah_1:1319,1319,Gilead_2,father,Jephthah_1,inferred,JDG 11:1,
Jephthah_1:Gilead_2:1320,1320,Jephthah_1,son,Gilead_2,explicit,JDG 11:1,
Zebulun_1:Elon_3:1321,1321,Zebulun_1,ancestor,Elon_3,inferred,JDG 12:11,
Elon_3:Zebulun_1:1322,1322,Elon_3,descendant,Zebulun_1,explicit,JDG 12:11,
Hillel_1:Abdon_1:1323,1323,Hillel_1,father,Abdon_1,inferred,JDG 12:13,
Abdon_1:Hillel_1:1324,1324,Abdon_1,son,Hillel_1,explicit,JDG 12:13,
Manoah_1:Samson_1:1325,1325,Manoah_1,father,Samson_1,explicit,JDG 16:31,
Samson_1:Manoah_1:1326,1326,Samson_1,son,Manoah_1,inferred,JDG 16:31,
Gershom_2:Jonathan_1:1327,1327,Gershom_2,father,Jonathan_1,inferred,JDG 18:30,
Jonathan_1:Gershom_2:1328,1328,Jonathan_1,son,Gershom_2,explicit,JDG 18:30,
Gershom_2:Manasseh_2:1329,1329,Gershom_2,father,Manasseh_2,inferred,JDG 18:30,
Manasseh_2:Gershom_2:1330,1330,Manasseh_2,son,Gershom_2,explicit,JDG 18:30,
Elimelech_1:Naomi_1:1331,1331,Elimelech_1,husband,Naomi_1,inferred,RUT 1:2,
Naomi_1:Elimelech_1:1332,1332,Naomi_1,wife,Elimelech_1,explicit,RUT 1:2,
Elimelech_1:Mahlon_1:1333,1333,Elimelech_1,father,Mahlon_1,inferred,RUT 1:2,
Mahlon_1:Elimelech_1:1334,1334,Mahlon_1,son,Elimelech_1,explicit,RUT 1:2,
Naomi_1:Mahlon_1:1335,1335,Naomi_1,mother,Mahlon_1,inferred,RUT 1:2,
Mahlon_1:Naomi_1:1336,1336,Mahlon_1,son,Naomi_1,explicit,RUT 1:2,
Elimelech_1:Chilion_1:1337,1337,Elimelech_1,father,Chilion_1,inferred,RUT 1:2,
Chilion_1:Elimelech_1:1338,1338,Chilion_1,son,Elimelech_1,explicit,RUT 1:2,
Naomi_1:Chilion_1:1339,1339,Naomi_1,mother,Chilion_1,inferred,RUT 1:2,
Chilion_1:Naomi_1:1340,1340,Chilion_1,son,Naomi_1,explicit,RUT 1:2,
Chilion_1:Orpah_1:1341,1341,Chilion_1,husband,Orpah_1,inferred,RUT 1:4,
Orpah_1:Chilion_1:1342,1342,Orpah_1,wife,Chilion_1,explicit,RUT 1:4,
Mahlon_1:Ruth_1:1343,1343,Mahlon_1,husband,Ruth_1,inferred,RUT 1:4,
Ruth_1:Mahlon_1:1344,1344,Ruth_1,wife,Mahlon_1,explicit,"RUT 1:4, RUT 4:10",
Naomi_1:Orpah_1:1345,1345,Naomi_1,mother-in-law,Orpah_1,inferred,RUT 1:6,
Orpah_1:Naomi_1:1346,1346,Orpah_1,daughter-in-law,Naomi_1,explicit,RUT 1:6,
Naomi_1:Ruth_1:1347,1347,Naomi_1,mother-in-law,Ruth_1,inferred,RUT 1:6,
Ruth_1:Naomi_1:1348,1348,Ruth_1,daughter-in-law,Naomi_1,explicit,RUT 1:6,
Boaz_1:Ruth_1:1349,1349,Boaz_1,husband,Ruth_1,inferred,"RUT 4:10, RUT 4:13",
Ruth_1:Boaz_1:1350,1350,Ruth_1,wife,Boaz_1,explicit,"RUT 4:10, RUT 4:13",
Boaz_1:Obed_1:1351,1351,Boaz_1,father,Obed_1,inferred,RUT 4:13,
Obed_1:Boaz_1:1352,1352,Obed_1,son,Boaz_1,inferred,RUT 4:13,
Ruth_1:Obed_1:1353,1353,Ruth_1,mother,Obed_1,inferred,RUT 4:13,
Obed_1:Ruth_1:1354,1354,Obed_1,son,Ruth_1,explicit,RUT 4:13,
Obed_1:Jesse_1:1355,1355,Obed_1,father,Jesse_1,explicit,RUT 4:17,
Jesse_1:Obed_1:1356,1356,Jesse_1,son,Obed_1,inferred,RUT 4:17,
Jesse_1:David_1:1357,1357,Jesse_1,father,David_1,explicit,RUT 4:17,
David_1:Jesse_1:1358,1358,David_1,son,Jesse_1,inferred,RUT 4:17,
Hezron_2:Ram_1:1359,1359,Hezron_2,father,Ram_1,inferred,RUT 4:19,
Ram_1:Hezron_2:1360,1360,Ram_1,son,Hezron_2,explicit,RUT 4:19,
Ram_1:Amminadab_1:1361,1361,Ram_1,father,Amminadab_1,inferred,RUT 4:19,
Amminadab_1:Ram_1:1362,1362,Amminadab_1,son,Ram_1,explicit,RUT 4:19,
Nahshon_1:Salmon_1:1363,1363,Nahshon_1,father,Salmon_1,inferred,RUT 4:20,
Salmon_1:Nahshon_1:1364,1364,Salmon_1,son,Nahshon_1,explicit,RUT 4:20,
Salmon_1:Boaz_1:1365,1365,Salmon_1,father,Boaz_1,inferred,RUT 4:21,
Boaz_1:Salmon_1:1366,1366,Boaz_1,son,Salmon_1,explicit,RUT 4:21,
Jeroham_1:Elkanah_2:1367,1367,Jeroham_1,father,Elkanah_2,inferred,1SA 1:1,
Elkanah_2:Jeroham_1:1368,1368,Elkanah_2,son,Jeroham_1,explicit,1SA 1:1,
Elihu_1:Jeroham_1:1369,1369,Elihu_1,father,Jeroham_1,inferred,1SA 1:1,
Jeroham_1:Elihu_1:1370,1370,Jeroham_1,son,Elihu_1,explicit,1SA 1:1,
Tohu_1:Elihu_1:1371,1371,Tohu_1,father,Elihu_1,inferred,1SA 1:1,
Elihu_1:Tohu_1:1372,1372,Elihu_1,son,Tohu_1,explicit,1SA 1:1,
Zuph_1:Tohu_1:1373,1373,Zuph_1,father,Tohu_1,inferred,1SA 1:1,
Tohu_1:Zuph_1:1374,1374,Tohu_1,son,Zuph_1,explicit,1SA 1:1,
Elkanah_2:Hannah_1:1375,1375,Elkanah_2,husband,Hannah_1,inferred,1SA 1:2,
Hannah_1:Elkanah_2:1376,1376,Hannah_1,wife,Elkanah_2,explicit,1SA 1:2,
Elkanah_2:Peninnah_1:1377,1377,Elkanah_2,husband,Peninnah_1,inferred,1SA 1:2,
Peninnah_1:Elkanah_2:1378,1378,Peninnah_1,wife,Elkanah_2,explicit,1SA 1:2,
Eli_1:Hophni_1:1379,1379,Eli_1,father,Hophni_1,inferred,1SA 1:3,
Hophni_1:Eli_1:1380,1380,Hophni_1,son,Eli_1,explicit,1SA 1:3,
Eli_1:Phinehas_2:1381,1381,Eli_1,father,Phinehas_2,inferred,1SA 1:3,
Phinehas_2:Eli_1:1382,1382,Phinehas_2,son,Eli_1,explicit,1SA 1:3,
Elkanah_2:Samuel_2:1383,1383,Elkanah_2,father,Samuel_2,inferred,1SA 1:20,
Samuel_2:Elkanah_2:1384,1384,Samuel_2,son,Elkanah_2,inferred,1SA 1:20,
Hannah_1:Samuel_2:1385,1385,Hannah_1,mother,Samuel_2,inferred,1SA 1:20,
Samuel_2:Hannah_1:1386,1386,Samuel_2,son,Hannah_1,explicit,1SA 1:20,
Phinehas_2:Ichabod_1:1387,1387,Phinehas_2,father,Ichabod_1,inferred,1SA 4:19,
Ichabod_1:Phinehas_2:1388,1388,Ichabod_1,son,Phinehas_2,inferred,1SA 4:19,
Abinadab_1:Eleazar_2:1389,1389,Abinadab_1,father,Eleazar_2,inferred,1SA 7:1,
Eleazar_2:Abinadab_1:1390,1390,Eleazar_2,son,Abinadab_1,explicit,1SA 7:1,
Samuel_2:Joel_1:1391,1391,Samuel_2,father,Joel_1,inferred,1SA 8:2,
Joel_1:Samuel_2:1392,1392,Joel_1,son,Samuel_2,explicit,1SA 8:2,
Samuel_2:Abijah_1:1393,1393,Samuel_2,father,Abijah_1,inferred,1SA 8:2,
Abijah_1:Samuel_2:1394,1394,Abijah_1,son,Samuel_2,explicit,1SA 8:2,
Abiel_1:Kish_1:1395,1395,Abiel_1,grandfather,Kish_1,inferred,1SA 9:1,
Kish_1:Abiel_1:1396,1396,Kish_1,grandson,Abiel_1,explicit,1SA 9:1,
Zeror_1:Abiel_1:1397,1397,Zeror_1,father,Abiel_1,inferred,1SA 9:1,
Abiel_1:Zeror_1:1398,1398,Abiel_1,son,Zeror_1,explicit,1SA 9:1,
Becorath_1:Zeror_1:1399,1399,Becorath_1,father,Zeror_1,inferred,1SA 9:1,
Zeror_1:Becorath_1:1400,1400,Zeror_1,son,Becorath_1,explicit,1SA 9:1,
Becorath_1:Aphiah_1:1401,1401,Becorath_1,father,Aphiah_1,inferred,1SA 9:1,
Aphiah_1:Becorath_1:1402,1402,Aphiah_1,son,Becorath_1,explicit,1SA 9:1,
Benjamin_1:Aphiah_1:1403,1403,Benjamin_1,ancestor,Aphiah_1,inferred,1SA 9:1,
Aphiah_1:Benjamin_1:1404,1404,Aphiah_1,descendant,Benjamin_1,explicit,1SA 9:1,
Kish_1:Saul_1:1405,1405,Kish_1,father,Saul_1,inferred,1SA 9:2,
Saul_1:Kish_1:1406,1406,Saul_1,son,Kish_1,explicit,1SA 9:2,
Ben-ammi_1:Nahash_1:1407,1407,Ben-ammi_1,ancestor,Nahash_1,inferred,1SA 11:2,
Nahash_1:Ben-ammi_1:1408,1408,Nahash_1,descendant,Ben-ammi_1,explicit,1SA 11:2,
Saul_1:Jonathan_2:1409,1409,Saul_1,father,Jonathan_2,inferred,1SA 13:16,
Jonathan_2:Saul_1:1410,1410,Jonathan_2,son,Saul_1,explicit,"1SA 13:16, 1SA 14:1",
Ahitub_1:Ahijah_1:1411,1411,Ahitub_1,father,Ahijah_1,inferred,1SA 14:3,
Ahijah_1:Ahitub_1:1412,1412,Ahijah_1,son,Ahitub_1,explicit,1SA 14:3,
Ahitub_1:Ichabod_1:1413,1413,Ahitub_1,brother,Ichabod_1,explicit,1SA 14:3,
Ichabod_1:Ahitub_1:1414,1414,Ichabod_1,brother,Ahitub_1,inferred,1SA 14:3,
Phinehas_2:Ahitub_1:1415,1415,Phinehas_2,father,Ahitub_1,inferred,1SA 14:3,
Ahitub_1:Phinehas_2:1416,1416,Ahitub_1,son,Phinehas_2,explicit,1SA 14:3,
Saul_1:Ishvi_2:1417,1417,Saul_1,father,Ishvi_2,inferred,1SA 14:49,
Ishvi_2:Saul_1:1418,1418,Ishvi_2,son,Saul_1,explicit,1SA 14:49,
Saul_1:Malchi-shua_1:1419,1419,Saul_1,father,Malchi-shua_1,inferred,1SA 14:49,
Malchi-shua_1:Saul_1:1420,1420,Malchi-shua_1,son,Saul_1,explicit,1SA 14:49,
Saul_1:Merab_1:1421,1421,Saul_1,father,Merab_1,inferred,1SA 14:49,
Merab_1:Saul_1:1422,1422,Merab_1,daughter,Saul_1,explicit,1SA 14:49,
Saul_1:Michal_1:1423,1423,Saul_1,father,Michal_1,inferred,1SA 14:49,
Michal_1:Saul_1:1424,1424,Michal_1,daughter,Saul_1,explicit,1SA 14:49,
Saul_1:Ahinoam_1:1425,1425,Saul_1,husband,Ahinoam_1,inferred,1SA 14:49,
Ahinoam_1:Saul_1:1426,1426,Ahinoam_1,wife,Saul_1,explicit,1SA 14:50,
Ahimaaz_1:Ahinoam_1:1427,1427,Ahimaaz_1,father,Ahinoam_1,inferred,1SA 14:50,
Ahinoam_1:Ahimaaz_1:1428,1428,Ahinoam_1,daughter,Ahimaaz_1,explicit,1SA 14:50,
Ner_1:Abner_1:1429,1429,Ner_1,father,Abner_1,inferred,1SA 14:50,
Abner_1:Ner_1:1430,1430,Abner_1,son,Ner_1,explicit,1SA 14:50,
Ner_1:Saul_1:1431,1431,Ner_1,grandfather,Saul_1,explicit,1SA 14:50,
Saul_1:Ner_1:1432,1432,Saul_1,grandson,Ner_1,inferred,1SA 14:50,
Abner_1:Saul_1:1433,1433,Abner_1,uncle,Saul_1,explicit,1SA 14:50,
Saul_1:Abner_1:1434,1434,Saul_1,nephew,Abner_1,inferred,1SA 14:50,
Abiel_1:Ner_1:1435,1435,Abiel_1,father,Ner_1,inferred,1SA 14:51,
Ner_1:Abiel_1:1436,1436,Ner_1,son,Abiel_1,explicit,1SA 14:51,
Amalek_1:Agag_1:1437,1437,Amalek_1,ancestor,Agag_1,inferred,1SA 15:8,
Agag_1:Amalek_1:1438,1438,Agag_1,descendant,Amalek_1,explicit,1SA 15:8,
Jesse_1:Eliab_3:1439,1439,Jesse_1,father,Eliab_3,inferred,1SA 16:6,
Eliab_3:Jesse_1:1440,1440,Eliab_3,son,Jesse_1,inferred,1SA 16:6,
Jesse_1:Abinadab_2:1441,1441,Jesse_1,father,Abinadab_2,inferred,1SA 16:8,
Abinadab_2:Jesse_1:1442,1442,Abinadab_2,son,Jesse_1,explicit,1SA 16:8,
Jesse_1:Shammah_2:1443,1443,Jesse_1,father,Shammah_2,inferred,1SA 16:9,
Shammah_2:Jesse_1:1444,1444,Shammah_2,son,Jesse_1,explicit,1SA 16:9,
Adriel_1:Merab_1:1445,1445,Adriel_1,husband,Merab_1,inferred,1SA 18:19,
Merab_1:Adriel_1:1446,1446,Merab_1,wife,Adriel_1,explicit,1SA 18:19,
David_1:Michal_1:1447,1447,David_1,husband,Michal_1,inferred,1SA 18:27,
Michal_1:David_1:1448,1448,Michal_1,wife,David_1,explicit,1SA 18:27,
Ahitub_1:Ahimelech_1:1449,1449,Ahitub_1,father,Ahimelech_1,inferred,1SA 22:9,
Ahimelech_1:Ahitub_1:1450,1450,Ahimelech_1,son,Ahitub_1,explicit,1SA 22:9,
Doeg_1:Ahimelech_1:1451,1451,Doeg_1,killer,Ahimelech_1,explicit,1SA 22:18,
Ahimelech_1:Doeg_1:1452,1452,Ahimelech_1,killed by,Doeg_1,inferred,1SA 22:18,
Ahimelech_1:Abiathar_1:1453,1453,Ahimelech_1,father,Abiathar_1,inferred,1SA 22:20,
Abiathar_1:Ahimelech_1:1454,1454,Abiathar_1,son,Ahimelech_1,explicit,1SA 22:20,
Caleb_1:Nabal_1:1455,1455,Caleb_1,ancestor,Nabal_1,inferred,1SA 25:3,
Nabal_1:Caleb_1:1456,1456,Nabal_1,descendant,Caleb_1,explicit,1SA 25:3,
Nabal_1:Abigail_1:1457,1457,Nabal_1,husband,Abigail_1,inferred,1SA 25:3,
Abigail_1:Nabal_1:1458,1458,Abigail_1,wife,Nabal_1,explicit,1SA 25:3,
David_1:Abigail_1:1459,1459,David_1,husband,Abigail_1,inferred,1SA 25:42,
Abigail_1:David_1:1460,1460,Abigail_1,wife,David_1,explicit,1SA 25:42,
David_1:Ahinoam_2:1461,1461,David_1,husband,Ahinoam_2,inferred,1SA 25:43,
Ahinoam_2:David_1:1462,1462,Ahinoam_2,wife,David_1,explicit,1SA 25:43,
Palti_2:Michal_1:1463,1463,Palti_2,husband,Michal_1,inferred,1SA 25:44,
Michal_1:Palti_2:1464,1464,Michal_1,wife,Palti_2,explicit,1SA 25:44,
Zeruiah_1:Abishai_1:1465,1465,Zeruiah_1,mother,Abishai_1,inferred,1SA 26:6,
Abishai_1:Zeruiah_1:1466,1466,Abishai_1,son,Zeruiah_1,explicit,1SA 26:6,
Maoch_1:Achish_1:1467,1467,Maoch_1,father,Achish_1,inferred,1SA 27:2,
Achish_1:Maoch_1:1468,1468,Achish_1,son,Maoch_1,explicit,1SA 27:2,
Zeruiah_1:Joab_1:1469,1469,Zeruiah_1,mother,Joab_1,inferred,2SA 2:13,
Joab_1:Zeruiah_1:1470,1470,Joab_1,son,Zeruiah_1,explicit,2SA 2:13,
Abishai_1:Joab_1:1471,1471,Abishai_1,brother,Joab_1,explicit,1SA 26:6,
Joab_1:Abishai_1:1472,1472,Joab_1,brother,Abishai_1,inferred,1SA 26:6,
Saul_1:Ish-bosheth_1:1473,1473,Saul_1,father,Ish-bosheth_1,inferred,2SA 2:8,
Ish-bosheth_1:Saul_1:1474,1474,Ish-bosheth_1,son,Saul_1,explicit,2SA 2:8,
Zeruiah_1:Asahel_1:1475,1475,Zeruiah_1,mother,Asahel_1,inferred,2SA 2:18,
Asahel_1:Zeruiah_1:1476,1476,Asahel_1,son,Zeruiah_1,explicit,2SA 2:18,
Asahel_1:Joab_1:1477,1477,Asahel_1,brother,Joab_1,inferred,2SA 2:18,
Joab_1:Asahel_1:1478,1478,Joab_1,brother,Asahel_1,inferred,2SA 2:18,
Abishai_1:Asahel_1:1479,1479,Abishai_1,brother,Asahel_1,inferred,2SA 2:18,
Asahel_1:Abishai_1:1480,1480,Asahel_1,brother,Abishai_1,inferred,2SA 2:18,
Abner_1:Asahel_1:1481,1481,Abner_1,killer,Asahel_1,inferred,2SA 2:23,
Asahel_1:Abner_1:1482,1482,Asahel_1,killed by,Abner_1,explicit,2SA 2:23,
David_1:Amnon_1:1483,1483,David_1,father,Amnon_1,inferred,2SA 3:2,
Amnon_1:David_1:1484,1484,Amnon_1,son,David_1,explicit,2SA 3:2,
Ahinoam_2:Amnon_1:1485,1485,Ahinoam_2,mother,Amnon_1,inferred,2SA 3:2,
Amnon_1:Ahinoam_2:1486,1486,Amnon_1,son,Ahinoam_2,explicit,2SA 3:2,
David_1:Chileab_1:1487,1487,David_1,father,Chileab_1,inferred,2SA 3:3,
Chileab_1:David_1:1488,1488,Chileab_1,son,David_1,explicit,2SA 3:3,
Abigail_1:Chileab_1:1489,1489,Abigail_1,mother,Chileab_1,inferred,2SA 3:3,
Chileab_1:Abigail_1:1490,1490,Chileab_1,son,Abigail_1,explicit,2SA 3:3,
David_1:Absalom_1:1491,1491,David_1,father,Absalom_1,inferred,2SA 3:3,
Absalom_1:David_1:1492,1492,Absalom_1,son,David_1,explicit,2SA 3:3,
David_1:Maacah_2:1493,1493,David_1,husband,Maacah_2,inferred,2SA 3:3,
Maacah_2:David_1:1494,1494,Maacah_2,wife,David_1,inferred,2SA 3:3,
Maacah_2:Absalom_1:1495,1495,Maacah_2,mother,Absalom_1,inferred,2SA 3:3,
Absalom_1:Maacah_2:1496,1496,Absalom_1,son,Maacah_2,explicit,2SA 3:3,
Talmai_2:Maacah_2:1497,1497,Talmai_2,father,Maacah_2,inferred,2SA 3:3,
Maacah_2:Talmai_2:1498,1498,Maacah_2,daughter,Talmai_2,explicit,2SA 3:3,
David_1:Adonijah_1:1499,1499,David_1,father,Adonijah_1,inferred,2SA 3:4,
Adonijah_1:David_1:1500,1500,Adonijah_1,son,David_1,explicit,2SA 3:4,
Haggith_1:Adonijah_1:1501,1501,Haggith_1,mother,Adonijah_1,inferred,2SA 3:4,
Adonijah_1:Haggith_1:1502,1502,Adonijah_1,son,Haggith_1,explicit,2SA 3:4,
David_1:Haggith_1:1503,1503,David_1,husband,Haggith_1,inferred,2SA 3:4,
Haggith_1:David_1:1504,1504,Haggith_1,wife,David_1,inferred,2SA 3:4,
David_1:Shephatiah_1:1505,1505,David_1,father,Shephatiah_1,inferred,2SA 3:4,
Shephatiah_1:David_1:1506,1506,Shephatiah_1,son,David_1,explicit,2SA 3:4,
David_1:Abital_1:1507,1507,David_1,husband,Abital_1,inferred,2SA 3:4,
Abital_1:David_1:1508,1508,Abital_1,wife,David_1,inferred,2SA 3:4,
Abital_1:Shephatiah_1:1509,1509,Abital_1,mother,Shephatiah_1,inferred,2SA 3:4,
Shephatiah_1:Abital_1:1510,1510,Shephatiah_1,son,Abital_1,explicit,2SA 3:4,
David_1:Ithream_1:1511,1511,David_1,father,Ithream_1,inferred,2SA 3:5,
Ithream_1:David_1:1512,1512,Ithream_1,son,David_1,explicit,2SA 3:5,
David_1:Eglah_1:1513,1513,David_1,husband,Eglah_1,inferred,2SA 3:5,
Eglah_1:David_1:1514,1514,Eglah_1,wife,David_1,inferred,2SA 3:5,
Eglah_1:Ithream_1:1515,1515,Eglah_1,mother,Ithream_1,inferred,2SA 3:5,
Ithream_1:Eglah_1:1516,1516,Ithream_1,son,Eglah_1,explicit,2SA 3:5,
Saul_1:Rizpah_1:1517,1517,Saul_1,concubine,Rizpah_1,inferred,2SA 3:7,
Rizpah_1:Saul_1:1518,1518,Rizpah_1,concubine,Saul_1,explicit,2SA 3:7,
Aiah_2:Rizpah_1:1519,1519,Aiah_2,father,Rizpah_1,inferred,2SA 3:7,
Rizpah_1:Aiah_2:1520,1520,Rizpah_1,daughter,Aiah_2,explicit,2SA 3:7,
Joab_1:Abner_1:1521,1521,Joab_1,killer,Abner_1,explicit,2SA 3:27,
Abner_1:Joab_1:1522,1522,Abner_1,killed by,Joab_1,inferred,2SA 3:27,
Rimmon_1:Baanah_1:1523,1523,Rimmon_1,father,Baanah_1,inferred,2SA 4:2,
Baanah_1:Rimmon_1:1524,1524,Baanah_1,son,Rimmon_1,explicit,2SA 4:2,
