person_id,person_name,surname,unique_attribute,sex,tribe,person_notes,name_instance,person_sequence
Ibzan_1,Ibzan,,judge of Israel for seven years (JDG 12:8),male,,judge of Israel,1,573
Elon_3,Elon,,descendant of Zebulun who judged Israel (JDG 12:11),male,Zebulun,judge of Israel,3,574
Abdon_1,Abdon,,son of Hillel who judged Israel for eight years (JDG 12:13),male,,judge of Israel,1,575
Hillel_1,Hillel,,father of Abdon (JDG 12:13),male,,,1,576
Manoah_1,Manoah,,"a Danite man from Zorah (JDG 13:2), father of Samson (JDG 13:24)",male,Dan,,1,577
Samson_1,Samson,,"son of Manoah (JDG 13:24), who killed a thousand men with the jawbone of a donkey (JDG 15:15)",male,Dan,judge of Israel,1,578
Delilah_1,Delilah,,a woman who Samson loved (JDG 16:4) who betrayed him (JDG 16:18),female,,,1,579
Micah_1,Micah,,(JDG 17:1) who stole 1100 pieces of silver from his mother (JDG 17:2),male,,,1,580
Jonathan_1,Jonathan,,priest of the Danites (JDG 18:30),male,,,1,581
Gershom_2,Gershom,,"father of Jonathan, son of Manasseh (JDG 18:30)",male,,,2,582
Manasseh_2,Manasseh,,father of Gershom (JDG 18:30),male,,,2,583
Elimelech_1,Elimelech,,husband of Naomi (RUT 1:2),male,Judah,,1,584
Naomi_1,Naomi,,wife of Elimelech (RUT 1:2) and mother-in-law of Ruth (RUT 1:4),female,,,1,585
Mahlon_1,Mahlon,,son of Elimelech (RUT 1:2) and husband of Ruth (RUT 4:10),male,Judah,,1,586
Chilion_1,Chilion,,son of Elimelech (RUT 1:2) ,male,Judah,,1,587
Orpah_1,Orpah,,wife of Chilion (RUT 1:4) [process of elimination based on RUT 4:10],female,,,1,588
Ruth_1,Ruth,,the Moabitess (RUT 1:22),female,,,1,589
Boaz_1,Boaz,,kinsman of Naomi's husband (RUT 2:1) who redeemed Ruth (RUT 4:10),male,Judah,,1,590
Obed_1,Obed,,son of Ruth and father of Jesse (RUT 4:17) ,male,Judah,,1,591
Jesse_1,Jesse,,father of David (RUT 4:17),male,Judah,,1,592
David_1,David,,"son of Jesse (RUT 4:17), King of Israel (2SA 5:3)",male,Judah,,1,593
Ram_1,Ram,,son of Hezron in the lineage of King David (RUT 4:19),male,Judah,,1,594
Salmon_1,Salmon,,son of Nahshon and father of Boaz in the lineage of King David (RUT 4:19),male,Judah,,1,595
Elkanah_2,Elkanah,,"an Ephraimite, father of Samuel (1SA 1:1, 1SA 1:20)",male,Ephraim,,2,596
Jeroham_1,Jeroham,,father of Elkanah and grandfather of Samuel (1SA 1:1),male,Ephraim,,1,597
Elihu_1,Elihu,,father of Jeroham and ancestor of Samuel (1SA 1:1),male,Ephraim,,1,598
Tohu_1,Tohu,,father of Elihu and ancestor of Samuel (1SA 1:1),male,Ephraim,,1,599
Zuph_1,Zuph,,father of Tohu and ancestor of Samuel (1SA 1:1),male,Ephraim,,1,600
Hannah_1,Hannah,,"wife of Elkanah (1SA 1:2), mother of Samuel (1SA 1:20)",female,,,1,601
Peninnah_1,Peninnah,,wife of Elkana (1SA 1:2),female,,,1,602
Eli_1,Eli,,priest of Israel in Shiloh (1SA 1:3),male,Levi,,1,603
Hophni_1,Hophni,,"son of Eli (1SA 1:3), a corrupt priest (1SA 2:12)",male,Levi,,1,604
Phinehas_2,Phinehas,,"son of Eli (1SA 1:3), a corrupt priest (1SA 2:12)",male,Levi,,2,605
Samuel_2,Samuel,,son of Elkanah and Hannah (1SA 1:20),male,Levi,,2,606
Ichabod_1,Ichabod,,"Phinehas's son (1SA 4:21), Eli's grandson",male,Levi,,1,607
Joshua_2,Joshua,,the Beth-shemite (1SA 6:14),male,,,2,608
Abinadab_1,Abinadab,,the ark of the stored was kept in his house in Kiriath-jearim (1SA 7:1),male,,,1,609
Eleazar_2,Eleazar,,consecrated to keep the ark in Kiriath-jearim (1SA 7:1),male,,,2,610
Joel_1,Joel,,"firstborn of Samuel (1SA 8:2, 1CH 6:28, 1CH 6:33)",male,Levi,,1,611
Abijah_1,Abijah,,second son of Samuel (1SA 8:2),male,Levi,,1,612
Kish_1,Kish,,a mighty man of valor [perhaps wealth or influence] (1SA 9:1),male,Benjamin,,1,613
Abiel_1,Abiel,,"(grand?)father of Kish (1SA 9:1), (great?) grandfather of King Saul",male,Benjamin,,1,614
Zeror_1,Zeror,,"father of Abiel (1SA 9:1), ancestor of King Saul",male,Benjamin,,1,615
Becorath_1,Becorath,,"father of Zeror (1SA 9:1), ancestor of King Saul",male,Benjamin,,1,616
Aphiah_1,Aphiah,,"father of Becorath (1SA 9:1), ancestor of King Saul",male,Benjamin,,1,617
Saul_1,Saul,,"son of Kish (1SA 9:2), King of Israel (1SA 11:15)",male,Benjamin,,1,618
Nahash_1,Nahash,,King of the Ammonites (1SA 11:2),male,,,1,619
Sisera_2,Sisera,,captain of the army of the region of Hazor (1SA 12:9),male,,,2,620
Jonathan_2,Jonathan,,son of King Saul (1SA 13:16),male,Benjamin,,2,621
Ahijah_1,Ahijah,,"priest at Shiloh, nephew of Ichabod (1 SA 14:3), and prophet (1KI 11:29)",male,Levi,,1,622
Ahitub_1,Ahitub,,"son of Phinehas, grandson of Eli, and father of Ahijah (1SA 14:3)",male,Levi,,1,623
Ishvi_2,Ishvi,,son of King Saul (1SA 14:49),male,Benjamin,,2,624
Malchi-shua_1,Malchi-shua,,son of King Saul (1SA 14:49),male,Benjamin,,1,625
Merab_1,Merab,,daughter of Saul (1SA 14:49),female,Benjamin,,1,626
Michal_1,Michal,,daughter of Saul (1SA 14:49) and barren (2SA 6:23) wife of King David (1SA 18:27),female,Benjamin,,1,627
Ahinoam_1,Ahinoam,,wife of Saul (1SA 14:50),female,,,1,628
Ahimaaz_1,Ahimaaz,,father of Ahinoam (1SA 14:50),male,,,1,629
Abner_1,Abner,,captain of Saul's army (1SA 14:50),male,Benjamin,,1,630
Ner_1,Ner,,Saul's uncle (1SA 14:50) and son of Jeiel (1CH 9:36),male,Benjamin,,1,631
Agag_1,Agag,,king of the Amalekites (1SA 15:8),male,,,1,632
Eliab_3,Eliab,,firstborn (1CH 2:13) son of Jesse (1SA 16:6) brother of David,male,Judah,,3,633
Abinadab_2,Abinadab,,second-born (1CH 2:13) son of Jesse (1SA 16:8) brother of David,male,Judah,,2,634
Shammah_2,Shammah,,third-born (1CH 2:13) son of Jesse (1SA 16:9) brother of David,male,Judah,,2,635
Goliath_1,Goliath,,"Philistine champion, from Gath (1SA 17:4)",male,,,1,636
Adriel_1,Adriel,,the Meholathite (1SA 18:19),male,,,1,637
Ahimelech_1,Ahimelech,,the priest of Nob (1SA 21:1),male,Levi,,1,638
Doeg_1,Doeg,,the Edomite (1SA 21:7),male,,,1,639
Achish_1,Achish,,King of Gath (1SA 21:10),male,,,1,640
King of Moab_1,King of Moab,,King of Moab to whom David took his parents (1SA 22:3),male,,,1,641
Gad_2,Gad,,"the prophet (1SA 22:5), the seer (1CH 21:9, 1CH 29:29)",male,,,2,642
Abiathar_1,Abiathar,,"son of Ahimelech, the priest (1SA 22:20), counselor to David (1CH 27:34)",male,Levi,,1,643
Nabal_1,Nabal,,"the rich man of Maon, husband of Abigail (1SA 25:3)",male,Judah,,1,644
Abigail_1,Abigail,,the Carmelitess (1SA 27:3),female,,,1,645
Ahinoam_2,Ahinoam,,of Jezreel.  Same as Ahinoam_1? (see 2SA 12:8),female,,"Only one other character named Ahinoam appears in the Hebrew Bible (Saul’s wife; see 1SA 14:50). Because she is roughly a contemporary of David’s wife, it is possible that “Ahinoam of Jezreel” is Saul’s wife Ahinoam. Citing YHWH’s words (via the prophet Nathan) to David, “I gave you … your master’s wives” (2 Sam 12:8), Levenson and Halpern argue that David’s marriage to Ahinoam constituted a claim to Saul’s throne (see Absalom’s actions in 2 Sam 16:22). Perhaps David, like other kings who appropriated the harems of their predecessors or rivals, strengthened his claim to the throne in this way. - Linda Schearing (taken 4/10/2020 from https://jwa.org/encyclopedia/article/ahinoam-bible)",2,646
Palti_2,Palti,,Michal's new husband (1SA 25:44),male,,,2,647
Laish_1,Laish,,from Gallim (1SA 25:44),male,,,1,648
Ahimelech_2,Ahimelech,,the Hittite (1SA 26:6),male,,,2,649
Abishai_1,Abishai,,"son of Zeruiah and Joab's brother (1SA 26:6), chief of ""the thirty"" of David's men (2SA 23:18)",male,Judah,,1,650
Zeruiah_1,Zeruiah,,"mother of Abishai, Joab (1SA 26:6), and Asahel (2SA 2:18), sister of King David (1CH 2:16)",female,Judah,,1,651
Joab_1,Joab,,"son of Zeruiah (2SA 2:13), commander of David's army (1CH 27:34)",male,Judah,,1,652
Maoch_1,Maoch,,father of the king of Gath (1SA 27:2),male,,,1,653
Ish-bosheth_1,Ish-bosheth,,(illegitimate?) son of Saul (2SA 2:8),male,Benjamin,,1,654
Asahel_1,Asahel,,"brother of Joab and Abishai (2SA 2:18), sixth of ""the thirty"" of David's men (2SA 23:24), over the fourth division (1CH 27:6)",male,Judah,,1,655
Amnon_1,Amnon,,firstborn son of King David (2SA 3:2),male,Judah,,1,656
Chileab_1,Chileab,,second-born son of King David (2SA 3:3),male,Judah,,1,657
Absalom_1,Absalom,,third-born son of King David (2SA 3:3),male,Judah,,1,658
Maacah_2,Maacah,,"daughter of Talmai, King of Geshur (2SA 3:3)",female,,,2,659
Talmai_2,Talmai,,King of Geshur (2SA 3:3),male,,,2,660
Adonijah_1,Adonijah,,fourth-born son of King David (2SA 3:4),male,Judah,,1,661
Haggith_1,Haggith,,wife (concubine?) of King David (2SA 3:4),female,,,1,662
Shephatiah_1,Shephatiah,,fifth-born son of King David (2SA 3:4),male,Judah,,1,663
Abital_1,Abital,,wife (concubine?) of King David (2SA 3:4),female,,,1,664
Ithream_1,Ithream,,sixth-born son of King David (2SA 3:5),male,Judah,,1,665
Eglah_1,Eglah,,wife of King David (2SA 3:5),female,,,1,666
Rizpah_1,Rizpah,,concubine of Saul (2SA 3:7),female,,,1,667
Aiah_2,Aiah,,father of Rizpah (2SA 3:7),male,,,2,668
Baanah_1,Baanah,,commander of Ish-bosheth's military (2SA 4:2),male,,,1,669
Rechab_1,Rechab,,commander of Ish-bosheth's military (2SA 4:2),male,,,1,670
Rimmon_1,Rimmon,,the Beerothite (2SA 4:2),male,,,1,671
Mephibosheth_1,Mephibosheth,,son of Jonathan (2SA 4:4),male,Benjamin,,1,672
Hiram_1,Hiram,,father of the King of Gath (1SA 27:2),male,,,1,673
Shammua_2,Shammua,,son of David (2SA 5:14),male,Judah,,2,674
Shobab_1,Shobab,,son of David (2SA 5:14),male,Judah,,1,675
Nathan_1,Nathan,,son of David (2SA 5:14),male,Judah,,1,676
Solomon_1,Solomon,,son of David (2SA 5:14),male,Judah,,1,677
Ibhar_1,Ibhar,,son of David (2SA 5:15),male,Judah,,1,678
Elishua_1,Elishua,,son of David (2SA 5:15),male,Judah,,1,679
Nepheg_2,Nepheg,,son of David (2SA 5:15),male,Judah,,2,680
Japhia_2,Japhia,,son of David (2SA 5:15),male,Judah,,2,681
Elishama_2,Elishama,,son of David (2SA 5:16),male,Judah,,2,682
Eliada_1,Eliada,,son of David (2SA 5:16),male,Judah,,1,683
Eliphelet_1,Eliphelet,,son of David (2SA 5:16),male,Judah,,1,684
Uzzah_1,Uzzah,,son of Abinadab (2SA 6:3) who died for touching the ark (2SA 6:7),male,,,1,685
Ahio_1,Ahio,,son of Abinadab who led the ark on a cart (2SA 6:3),male,,,1,686
Obed-edom_1,Obed-edom,,the Gittite in whose house the ark of the covenant rested (2SA 6:10),male,,,1,687
Nathan_2,Nathan,,the prophet (2SA 7:2),male,,,2,688
Hadadezer_1,Hadadezer,,"King of Zobah (2SA 8:3, 1CH 18:3)",male,,,1,689
Rehob_1,Rehob,,father of Hadadezer (2SA 8:3),male,,,1,690
Toi_1,Toi,,King of Hamath (2SA 8:9),male,,,1,691
Joram_1,Joram,,son of Toi (2SA 8:10),male,,,1,692
Jehoshaphat_1,Jehoshaphat,,son of Ahilud and recorder in David's kingdom (2SA 8:16),male,,,1,693
Ahilud_1,Ahilud,,father of Jehoshaphat (2SA 6:16),male,,,1,694
Zadok_1,Zadok,,"son of Ahitub (2SA 8:17), mighty of valor (1CH 12:28) , and father of Shallum (1CH 6:12)",male,Levi,Aaronic priest through Eleazar,1,695
Ahitub_2,Ahitub,,"father of Zadok the priest (2SA 8:17, 1CH 6:12), son of Amariah (1CH 6:11)",male,Levi,Aaronic priest through Eleazar,2,696
Ahimelech_3,Ahimelech,,"son of Abiathar (2SA 8:17, 1CH 24:6)",male,Levi,,3,697
Seraiah_1,Seraiah,,secretary to David (2SA 8:17),male,,,1,698
Benaiah_1,Benaiah,,"over the Cherethites and the Pelethites (2SA 8:18), the fifth of ""the thirty"" of David's men (2SA 23:20), commander of the third division (1CH 27:5)",male,Levi,,1,699
Jehoiada_1,Jehoiada,,"father of Benaiah (2SA 8:18), a priest (1CH 27:5)",male,Levi,,1,700
Ziba_1,Ziba,,servant from the house of Saul (2SA 9:2),male,,,1,701
Machir_2,Machir,,the person who sheltered Jonathan's son Mephibosheth (2SA 9:4),male,,,2,702
Ammiel_2,Ammiel,,father of Machir (2SA 9:5),male,,,2,703
Mica_1,Mica,,son of Mephibosheth (2SA 9:12),male,Benjamin,,1,704
Hanun_1,Hanun,,King of the Ammonites (2SA 10:1),male,,,1,705
Shobach_1,Shobach,,commander of the army of Hadadezer (2SA 10:16),male,,,1,706
Bathsheba_1,Bathsheba,,daughter of Eliam and  wife of Uriah (2SA 11:3),female,,,1,707
Eliam_1,Eliam,,Bathsheba's father (2SA 11:3),male,,,1,708
Uriah_1,Uriah,,"the Hittite (2SA 11:3), thirty-seventh of ""the thirty"" of David's men (2SA 23:39)",male,,,1,709
Abimelech_3,Abimelech,,son of Jerubbesheth (2SA 11:21),male,,,3,710
Jerubbesheth_1,Jerubbesheth,,father of Abimelech (2SA 11:21),male,,,1,711
Tamar_2,Tamar,,"Absalom's sister, daughter of David (2SA 13:1)",female,Judah,,2,712
Jonadab_1,Jonadab,,"son of Shimeah (2SA 13:3 or ""Shammah"" in 1SA 16:9)",male,,,1,713
Ammihud_4,Ammihud,,"father of the King of Geshur, Talmai (2SA 13:37)",male,,,4,714
Tamar_3,Tamar,,daughter of Absalom (2SA 14:27),female,Judah,,3,715
Ahithophel_1,Ahithophel,,"David's counselor, the Gilonite (2SA 15:12, 1CH 27:32)",male,,,1,716
Ittai_1,Ittai,,"the Gittite (2SA 15:19), seventeenth of ""the thirty"" of David's men (2SA 23:29)",male,,,1,717
Ahimaaz_2,Ahimaaz,,son of Zadok the priest (2SA 15:27),male,Levi,,2,718
Jonathan_3,Jonathan,,son of Abiathar the priest (2SA 15:27),male,Levi,,3,719
Hushai_1,Hushai,,"the Archite (2SA 15:32), David's friend (1CH 27:33)",male,,,1,720
Shimei_2,Shimei,,of the house of Saul (2SA 16:5) who threw stones at King David,male,Benjamin,,2,721
Gera_3,Gera,,"father of Shimei (2SA 16:5), son of Bela (1CH 8:5)",male,Benjamin,,3,722
Amasa_1,Amasa,,set over David's army in place of Joab (2SA 17:25),male,,,1,723
Ithra_1,Ithra,,father of Amasa (2SA 17:25),male,,,1,724
Abigail_2,Abigail,,"daughter of Nahash, sister of Zeruiah (2SA 17:25), half-sister of King David (1CH 2:16)",female,,,2,725
Shobi_1,Shobi,,the son of Nahash from Rabbah (2SA 17:27),male,,,1,726
Barzillai_1,Barzillai,,the Gileadite from Rogelim (2SA 17:27),male,,,1,727
Chimham_1,Chimham,,the servant of Barzillai (2SA 19:37),male,,,1,728
Sheba_4,Sheba,,"a worthless fellow, son of Bichri (2SA 20:1)",male,,,4,729
Bichri_1,Bichri,,father of Sheba (2SA 20:6),male,,,1,730
Adoram_1,Adoram,,over the forced labor (2SA 20:24),male,,,1,731
Ira_1,Ira,,"the Jairite, priest to David (2SA 20:26)",male,Levi,,1,732
Armoni_1,Armoni,,son of Saul (2SA 21:8),male,Benjamin,,1,733
Mephibosheth_2,Mephibosheth,,son of Saul (2SA 21:8),male,Benjamin,,2,734
Ishbi-benob_1,Ishbi-benob,,"descendants of Raphah [""the giant""?] (2SA 21:16)",male,,,1,735
Raphah_1,Raphah,,"father of Ishbi-benob (2SA 21:16) [some translations have ""the giant"" instead of Raphah]",male,,,1,736
Sibbecai_1,Sibbecai,,"the Hushathite (2SA 21:18) of the Zerahites, over the eighth division (1CH 27:11)",male,Judah,,1,737
Saph_1,Saph,,"among the descendants of Raphah [""the giant""?] (2SA 21:18)",male,,,1,738
Elhanan_1,Elhanan,,"son of Jaare-oregim (2SA 21:19), seventh of ""the thirty"" of David's men (2SA 23:24)",male,,,1,739
Jaare-oregim_1,Jaare-oregim,,the Bethlehemite (2SA 21:19),male,,,1,740
Jonathan_4,Jonathan,,"son of Shimei, David's brother (2SA 21:21)",male,Judah,"David's nephew mistakenly identified as David's ""uncle"" in 1CH 27:32",4,741
Josheb-basshebeth_1,Josheb-basshebeth,,"first of ""the thirty"" of David's men, a Tahchemonite (2SA 23:8)/Hachmonite (1CH 11:11)",male,,,1,742
Eleazar_3,Eleazar,,"second of ""the thirty"" of David's men, son of Dodo (2SA 23:9)",male,,,3,743
Dodo_2,Dodo,,"an Ahohite (1CH 11:12) father of Eleazar, one of David's mighty men (2SA 23:9)",male,,,2,744
Shammah_3,Shammah,,"third of ""the thirty"" of David's men, son of Agee (2SA 23:11)",male,,,3,745
Agee_1,Agee,,"a Hararite (Harorite in 1CH 11:27), father of Shammah (2SA 23:11)",male,,,1,746
Ariel_1,Ariel,,of Moab (2SA 23:20),male,,,1,747
Shammah_4,Shammah,,"the Harodite, eighth of ""the thirty"" of David's men (2SA 23:25)",male,,,4,748
Elika_1,Elika,,"the Harodite, ninth of ""the thirty"" of David's men (2SA 23:25)",male,,,1,749
Helez_1,Helez,,"the Paltite (Pelonite in 1CH 11:27), tenth of ""the thirty"" of David's men (2SA 23:26)",male,,,1,750
Ira_2,Ira,,"son of Ikkesh the Tekoite, eleventh of ""the thirty"" of David's men (2SA 23:26), in charge of the sixth division (1CH 27:9)",male,,,2,751
Ikkesh_1,Ikkesh,,"father of Ira, one of David's mighty men",male,,,1,752
Abiezer_1,Abiezer,,"the Anathothite (2SA 23:27), twelfth of ""the thirty"" of David's men, over the nineth division (1CH 27:12)",male,,,1,753
Mebunnai_1,Mebunnai,,"the Hushathite (2SA 23:27), thirteenth of ""the thirty"" of David's men",male,,,1,754
Zalmon_1,Zalmon,,"the Ahohite (2SA 23:28), fourteenth of ""the thirty"" of David's men",male,,,1,755
Maharai_1,Maharai,,"the Netophathite (2SA 23:28), fifteenth of ""the thirty"" of David's men, over the tenth division (1CH 27:13)",male,,,1,756
Heleb_1,Heleb,,"son of Baanah (2SA 23:29), sixteenth of ""the thirty"" of David's men",male,,,1,757
Baanah_2,Baanah,,"father of Heleb, one of David's mighty men (2SA 23:29)",male,,,2,758
Ribai_1,Ribai,,of Gibeah of the sons of Benjamin (2SA 23:29),male,Benjamin,,1,759
Benaiah_2,Benaiah,,"the Pirathonite, eighteenth of ""the thirty"" of David's men (2SA 23:30), over the eleventh division (1CH 27:14)",male,,,2,760
Hiddai_1,Hiddai,,"of the brooks of Gaash, nineteenth of ""the thirty"" of David's men (2SA 23:30)",male,,,1,761
Abi-albon_1,Abi-albon,,"the Arbathite, twentieth of ""the thirty"" of David's men (2SA 23:31)",male,,,1,762
Azmaveth_1,Azmaveth,,"the Barhumite (Baharumite 1CH 11:33), twenty-first of ""the thirty"" of David's men (2SA 23:31)",male,,,1,763
Eliahba_1,Eliahba,,"the Shaalbonite, twenty-second of ""the thirty"" of David's men (2SA 23:32)",male,,,1,764
Jashen_1,Jashen,,"son of Eliahba, twenty-third of ""the thirty"" of David's men (2SA 23:32)",male,,,1,765
Jonathan_5,Jonathan,,"son of Eliahba, twenty-fourth of ""the thirty"" of David's men (2SA 23:32)",male,,,5,766
Shammah_5,Shammah,,"the Hararite (2SA 23:33), twenty-fifth of ""the thirty"" of David's men",male,,,5,767
Ahiam_1,Ahiam,,"son of Sharar (2SA 23:33), twenty-sixth of ""the thirty"" of David's men",male,,,1,768
Sharar_1,Sharar,,father of Ahiam (2SA 23:33),male,,,1,769
Eliphelet_2,Eliphelet,,"son of Ahasbai, twenty-seventh of ""the thirty"" of David's men (2SA 23:34)",male,,,2,770
Ahasbai_1,Ahasbai,,"father of Eliphelet, son of the Maacathite (2SA 23:34)",male,,,1,771
Eliam_2,Eliam,,"son of Ahithophel, twenty-eighth of ""the thirty"" of David's men (2SA 23:34)",male,,,2,772
Hezro_1,Hezro,,"the Carmelite, twenty-ninth of ""the thirty"" of David's men (2SA 23:35)",male,,,1,773
Paarai_1,Paarai,,"the Arbite, thirtieth of ""the thirty"" of David's men (2SA 23:35)",male,,,1,774
Igal_2,Igal,,"son of Nathan, thirty-first of ""the thirty"" of David's men (2SA 23:36)",male,,,2,775
Nathan_3,Nathan,,of Zobah (2SA 23:36),male,,,3,776
Bani_1,Bani,,"the Gadite, thirty-second of ""the thirty"" of David's men (2SA 23:36)",male,,,1,777
Zelek_1,Zelek,,"the Ammonite, thirty-third of ""the thirty"" of David's men (2SA 23:36)",male,,,1,778
Naharai_1,Naharai,,"the Beerothite, thirty-fourth of ""the thirty"" of David's men (2SA 23:37)",male,,,1,779
Ira_3,Ira,,"the Ithrite, thirty-fifth of ""the thirty"" of David's men (2SA 23:38)",male,,,3,780
Gareb_1,Gareb,,"the Ithrite, thirty-sixth of ""the thirty"" of David's men (2SA 23:38)",male,,,1,781
Araunah_1,Araunah,,the Jebusite (2SA 24:16),male,,,1,782
Abishag_1,Abishag,,"the Shunammite, David's nurse (1KI 1:3-4)",female,,,1,783
Rei_1,Rei,,supported David when Adonijah attempted a coup (1KI 1:8),male,,,1,784
Azariah_1,Azariah,,"son of Zadok, served as priest (1KI 4:2)",male,Levi,,1,785
Elihoreph_1,Elihoreph,,secretary for King Solomon (1KI 4:3),male,,,1,786
Ahijah_2,Ahijah,,secretary for King Solomon (1KI 4:3),male,,,2,787
Shisha_1,Shisha,,father of Elihoreph and Ahijah (1KI 4:3),male,,,1,788
Azariah_2,Azariah,,"son of Nathan, was over the deputies (1KI 4:5)",male,,,2,789
Nathan_4,Nathan,,father of Azariah (1KI 4:5),male,,,4,790
Zabud_1,Zabud,,"son of Nathan, a friend of King Solomon (1KI 4:5)",male,,,1,791
Nathan_5,Nathan,,"a priest, father of Zabud (1KI 4:5)",male,Levi,,5,792
Ahishar_1,Ahishar,,over Solomon's household (1KI 4:6),male,,,1,793
Adoniram_1,Adoniram,,over the men subject to forced labor (1KI 4:6),male,,,1,794
Abda_1,Abda,,father of Adoniram (1KI 4:6),male,,,1,795
Ben-hur_1,Ben-hur,,"one of Solomon's twelve deputies (1KI 4:7), in Ephraim (1KI 4:8)",male,,,1,796
Ben-deker_1,Ben-deker,,"one of Solomon's twelve deputies (1KI 4:7), in Makaz (1KI 4:9)",male,,,1,797
Ben-hesed_1,Ben-hesed,,"one of Solomon's twelve deputies (1KI 4:7), in Arubboth (1KI 4:10)",male,,,1,798
Ben-abinadab_1,Ben-abinadab,,"one of Solomon's twelve deputies (1KI 4:7), in Dor (1KI 4:11)",male,,,1,799
Taphath_1,Taphath,,"daughter of Solomon, wife of Ben-abinadab (1KI 4:11)",female,Judah,,1,800
Baana_1,Baana,,"one of Solomon's twelve deputies (1KI 4:7), in Taanach and Megiddo (1KI 4:12)",male,,,1,801
Ahilud_2,Ahilud,,father of Baana (1KI 4:12),male,,,2,802
Ben-geber_1,Ben-geber,,"one of Solomon's twelve deputies (1KI 4:7), in Ramoth-gilead (1KI 4:13)",male,,,1,803
Ahinadab_1,Ahinadab,,"one of Solomon's twelve deputies (1KI 4:7), in Mahanaim (1KI 4:14)",male,,,1,804
Iddo_1,Iddo,,father of Ahinadab,male,,,1,805
Ahimaaz_3,Ahimaaz,,"one of Solomon's twelve deputies (1KI 4:7), in Naphtali (1KI 4:15)",male,,,3,806
Basemath_2,Basemath,,"daughter of Solomon, wife of Ahimaaz (1KI 4:15)",female,,,2,807
Baana_2,Baana,,"one of Solomon's twelve deputies (1KI 4:7), in Asher (1KI 4:16)",male,,,2,808
Hushai_2,Hushai,,father of Baana (1KI 4:16),male,,,2,809
Jehoshaphat_2,Jehoshaphat,,"one of Solomon's twelve deputies (1KI 4:7), in Issachar (1KI 4:17)",male,,,2,810
Paruah_1,Paruah,,father of Jehoshaphat (1KI 4:17),male,,,1,811
Shimei_3,Shimei,,"one of Solomon's twelve deputies (1KI 4:7), in Benjamin (1KI 4:18)",male,,,3,812
Ela_1,Ela,,father of Shimei (1KI 4:18),male,,,1,813
Geber_1,Geber,,"one of Solomon's twelve deputies (1KI 4:7), in Gilead (1KI 4:18)",male,,,1,814
Uri_2,Uri,,father of Geber (1KI 4:19),male,,,2,815
Ethan_1,Ethan,,the Ezrahite (1KI 4:31),male,,"This Ethan may be the same person as the son of Zerah, son of Judah.  Ethan the ""EZrahite"" may be a scribal transposition of ""ZErahite"". However, Ethan the Ezrahite is called out as the author of Psalm 89.",1,816
Heman_1,Heman,,Solomon was wiser than him (1KI 4:31),male,,,1,817
Calcol_1,Calcol,,Solomon was wiser than him (1KI 4:31),male,,,1,818
Darda_1,Darda,,Solomon was wiser than him (1KI 4:31),male,,,1,819
Mahol_1,Mahol,,"father of Heman, Calcol, and Darda (1KI 4:31)",male,,"Is ""Mahol"" a proper name or a label?  The ""sons of Mahol"" [מָח֑וֹל- circle-dancing, round-dancing] may be a euphemism for the around-the-family relationship of Tamar to Er, Onan, and Judah.",1,820
Hiram_2,Hiram,,worked to build Solomon's temple (1KI 7:14),male,,,2,821
Pharaoh_4,Pharaoh,,"Pharaoh, father of Solomon's wife (1KI 9:16)",male,,,4,822
Queen of Sheba_1,Queen of Sheba,,tested Solomon (1KI 10:1),female,,,1,823
Hadad_3,Hadad,,the Edomite (1KI 11:14),male,,,3,824
Tahpenes_1,Tahpenes,,queen of Egypt (1KI 11:19),female,,,1,825
Genubath_1,Genubath,,son of Hadad (1KI 11:20),male,,,1,826
Rezon_1,Rezon,,adversary to Solomon (1KI 11:23),male,,,1,827
Eliada_2,Eliada,,father of Rezon,male,,,2,828
Jeroboam_1,Jeroboam,,"Solomon's servant, son of Nebat, who rebelled against him (1KI 11:26), and was later made king (1KI 12:20)",male,Ephraim,,1,829
Nebat_1,Nebat,,"father of Jeroboam, an Ephraimite of Zeredah (1KI 11:26)",male,Ephraim,,1,830
Zeruah_1,Zeruah,,"mother of Jeroboam, a widow (1KI 11:26)",female,,,1,831
Rehoboam_1,Rehoboam,,son of Solomon who became king after him (1KI 11:43),male,Judah,,1,832
Shemaiah_1,Shemaiah,,"the man of G-d (1KI 12:22, 2CH 11:2)",male,,,1,833
Josiah_1,Josiah,,son of the house of David (1KI 13:2),male,,,1,834
Abijah_2,Abijah,,son of Jeroboam (1KI 14:1),male,Ephraim,"""in him something good was found toward the LORD God of Israel in the house of Jeroboam"" (1Ki 14:13)",2,835
Nadab_2,Nadab,,son of Jeroboam (1Ki 14:20),male,Ephraim,,2,836
Naamah_2,Naamah,,"the Ammonitess, mother of Rehoboam (1KI 14:21, 1KI 14:31, 2CH 12:13))",female,,,2,837
Shishak_1,Shishak,,King of Egypt (1KI 14:25),male,,,1,838
Abijam_1,Abijam,,"King of Judah, son of Rehoboam (1KI 14:31) [Abijah in 2CH 12:16]",male,Judah,,1,839
Maacah_3,Maacah,,"mother of Abijam (1KI 15:2) and Asa (1KI 15:10), daughter of Uriel of Gibeah (2CH 13:2)",female,,,3,840
Abishalom_1,Abishalom,,father of Maacah the mother of Abijam (1KI 15:2),male,,,1,841
